ID	STRUCTURE	FREQUENCY	Amawaka	Arara	Chakobo	Chaninawa	Iskonawa	Kakataibo	Kanamari	Kapanawa	Kashinawa_B	Kashinawa_P	Katukina	Kaxarari	Marinawa	Marubo	Mastanawa	Matis	Matses	Nawa	Nukini	Pakawara	Poyanawa	Shanenawa	Sharanawa	Shipibo_Konibo	Yaminawa	Yawanawa	COGNATESETS	CONCEPTS
132-1	V	1	i	ã	a	a	ã	a	Ø	a	ã	a	a	a	i	a	Ø	Ø	Ø	ã	Ø	a	Ø	a	ã	a	a	a	658:0	lake
161-1	V	1	i	ĩ	a	i	ĩ	i	ĩ	i	ĩ	i	i	a	u	i	u	a	i	a	ɨ̃	i	ĩ	i	u	i	u	i	830:3	nose
185-1	V	1	i	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	Ø	i	Ø	a	Ø	Ø	i	Ø	Ø	Ø	Ø	a	Ø	Ø	Ø	943:3	rub
214-1	V	1	i	i	i	i	Ø	i	i	i	i	i	i	Ø	i	i	ɨ	i	i	i	ɨ	i	Ø	i	i	i	i	i	1183:0	star
216-1	V	1	i	ĩ	i	i	Ø	a	i	i	i	i	i	Ø	i	i	a	a	a	i	ɨ	i	Ø	i	ɨ	i	i	i	1183:2	star
226-1	V	1	i	i	i	i	i	i	i	i	i	i	Ø	Ø	i	i	i	i	Ø	Ø	Ø	Ø	Ø	i	iː	i	Ø	i	1253:0	tail
253-1	V	1	i	Ø	Ø	i	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɨ	Ø	ɨ	Ø	Ø	i	Ø	Ø	Ø	Ø	i	Ø	Ø	Ø	1428:3	where [interr.]
260-1	V	1	i	-	i	ɨ	-	Ø	Ø	i	-	Ø	i	Ø	-	i	ɨ	i	Ø	-	Ø	i	-	i	i	i	-	i	1460:2	wife
262-1	V	1	i	Ø	Ø	Ø	i	Ø	Ø	i	i	i	i	Ø	i	ɨ	Ø	Ø	Ø	ɨ	Ø	Ø	Ø	i	i	i	ɨ	ɨ	1470:1	wind [breeze]
264-1	V	1	i	a	i	a	i	i	Ø	i	i	i	Ø	Ø	a	i	i	i	o	a	Ø	Ø	Ø	i	Ø	i	a	i	1480:2	wing
267-1	V	1	i	i	i	iː	i	i	Ø	i	i	i	iː	Ø	i	i	iː	i	Ø	i	Ø	Ø	i	i	i	i	i	i	1511:1	woods (forest)
269-1	V	1	i	ĩ	ĩ	ĩ	ĩ	i	Ø	i	i	i	i	i	ɨ	i	ĩ	e	e	i	ĩ	i	ĩ	i	ĩ	i	i	ĩ	1519:2	worm (i.e. earthworm)
277-1	V	1	i	ɨ	ɨ	ɨ	ɨ	ɨ	Ø	ɨ	ɨ	ɨ	e	ɨ	ɨ	ɨ	ɨ	ɨ	u	ɨ	ɨ	ɨ	ɨ	ɨ	ɨ	ɨ	ɨ	ɨ	1544:0	I
2-165	V	165	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	708:1, 708:3, 689:1, 689:3, 63:2, 63:4, 650:1, 796:1, 796:4, 48:1, 48:3, 1374:1, 1374:3, 277:0, 277:2, 1391:1, 1391:3, 38:1, 38:3, 210:1, 210:3, 273:1, 273:3, 1076:2, 1076:4, 1076:7, 1042:1, 1042:3, 1315:1, 1315:3, 1449:0, 1449:3, 357:1, 357:3, 413:3, 1150:4, 495:1, 1618:1, 694:2, 1099:3, 767:0, 767:2, 919:1, 919:3, 1613:1, 1613:3, 55:1, 55:4, 731:2, 64:0, 935:1, 90:1, 90:3, 263:1, 263:4, 415:1, 415:3, 1197:1, 1197:3, 1207:1, 1207:3, 1570:0, 1570:5, 6:1, 1431:1, 223:1, 223:3, 272:2, 1168:1, 575:3, 575:5, 1062:1, 1062:3, 1101:1, 1101:3, 1410:1, 1410:3, 1533:1, 1533:4, 1619:1, 1619:5, 1:1, 32:1, 33:4, 76:4, 78:4, 92:1, 127:1, 143:1, 156:1, 164:2, 184:1, 193:1, 220:1, 250:4, 304:1, 310:1, 327:1, 334:1, 342:1, 360:2, 366:1, 376:1, 384:2, 393:1, 448:1, 451:1, 456:3, 483:1, 491:2, 548:0, 554:1, 559:1, 585:3, 596:0, 597:3, 651:2, 652:1, 681:1, 683:2, 724:1, 735:4, 741:1, 747:1, 749:2, 750:3, 766:3, 790:4, 824:1, 855:3, 861:1, 903:1, 906:3, 907:1, 915:1, 918:1, 934:1, 956:1, 962:1, 968:1, 969:1, 1068:1, 1098:1, 1138:1, 1185:1, 1226:1, 1253:2, 1267:2, 1277:6, 1305:1, 1330:2, 1343:1, 1358:1, 1361:0, 1386:1, 1392:3, 1404:3, 1412:0, 1428:1, 1450:3, 1487:2, 1504:0, 1526:1, 1532:1, 1569:0	all / back [of body] / bad / bark [of tree] / belly / big / bird / bite / breathe / child / count [verb] / cut [verb] / day [daytime] / die / dirty / dog / drink [verb] / dust / ear / egg / fall [drop] / far / father / fear [verb] / feather [large] / few / fight / fish [noun] / flower / fly [verb] / foot / give / he / head / hear / heavy / hit / hold [in hand] / know [facts] / leg / lie [be lying down] / live / liver / long / louse / man [male] / many / meat (flesh) / mother / mountain / mouth / narrow / near / night / person (human) / play / red / river / road (path) / root / rotten [log] / salt / sand / sing / skin [of person] / sky / small / smooth / split / squeeze / stab [or pierce] / stone / straight / sun / swell / tail / they / thick / thin / this / throw / tongue / turn [intr. v.] / two / vomit [verb] / warm (hot weather) / wash / water / wet / what [interr.] / where [interr.] / wide / wipe / woman / year / yellow
5-8	V	8	a	a	i	a	a	a	Ø	i	ã	a	Ø	Ø	a	-	a	e	e	a	Ø	Ø	ã	a	a	-	a	a	498:1, 498:3, 6:3, 412:3, 575:1, 663:3, 790:2, 1316:1	all / fish [noun] / good / heavy / laugh / near / throw
26-5	V	5	a	ã	a	a	a	a	Ø	a	a	a	Ø	a	a	i	a	a	Ø	a	ã	a	a	a	a	a	a	a	24:4, 77:2, 127:3, 674:1, 1383:0	animal / bird / breathe / leaf / wash
177-3	V	3	a	ã	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	a	906:1, 1330:0, 1361:2	river / tongue / vomit [verb]
28-2	V	2	a	a	i	a	a	a	Ø	a	a	a	Ø	a	a	i	a	a	a	a	Ø	i	Ø	a	a	a	a	Ø	26:1, 1383:2	ashes / wash
46-2	V	2	a	a	a	a	a	o	Ø	a	a	a	a	a	a	a	a	a	i	a	a	a	a	a	a	a	a	a	125:1, 652:3	bone / know [facts]
53-2	V	2	a	a	a	a	i	a	Ø	a	a	a	a	ã	a	a	a	a	a	a	a	a	a	a	a	a	a	a	170:1, 1368:1	cold [weather] / walk
61-2	V	2	a	a	a	a	ã	a	Ø	a	a	a	a	a	aː	a	a	e	a	a	Ø	Ø	Ø	a	a	a	a	a	261:1, 508:0	dog / grass
94-2	V	2	a	a	Ø	a	a	u	Ø	a	a	a	a	Ø	a	a	a	Ø	Ø	a	Ø	Ø	u	a	a	a	a	a	449:0, 812:3	flower / new
133-2	V	2	a	aɨ	a	a	a	a	Ø	a	ɨ	a	Ø	a	a	a	a	a	Ø	a	Ø	Ø	a	a	a	a	a	a	661:2, 771:0	laugh / name
169-2	V	2	a	a	a	a	a	i	Ø	a	i	a	a	Ø	a	a	a	-	i	a	Ø	Ø	Ø	Ø	a	a	a	a	852:2, 1267:4	other / thick
227-2	V	2	a	Ø	a	a	a	a	Ø	a	a	a	a	Ø	Ø	u	a	a	a	ã	Ø	a	a	a	a	a	Ø	a	1259:0, 1532:3	they / yellow
73-1	V	1	a	a	a	a	a	e	a	a	a	a	a	a	a	a	a	Ø	Ø	a	a	a	a	a	a	a	a	a	317:1	earth [soil]
156-1	V	1	a	a	Ø	a	a	i	a	a	Ø	a	a	a	a	a	Ø	i	Ø	a	Ø	Ø	a	a	a	a	Ø	i	823:0	night
194-1	V	1	a	Ø	a	a	Ø	o	Ø	a	Ø	u	Ø	Ø	a	a	a	a	a	a	Ø	Ø	Ø	a	a	Ø	a	a	1054:1	sit
230-1	V	1	a	ã	a	a	a	a	Ø	a	ã	a	a	ã	a	a	a	a	Ø	a	Ø	Ø	Ø	a	a	a	a	a	1295:3	think
234-1	V	1	a	a	a	Ø	a	a	a	a	ɨ	a	a	a	a	a	a	a	a	a	a	a	Ø	a	Ø	a	Ø	a	1308:3	tooth [front]
258-1	V	1	a	a	a	ɨ	a	Ø	Ø	a	a	Ø	a	Ø	a	a	ɨ	a	Ø	aː	Ø	a	a	a	a	a	a	a	1460:0	wife
271-1	V	1	a	a	a	a	i	i	Ø	a	a	a	a	a	a	a	a	i	i	a	Ø	i	a	a	a	a	a	a	1525:1	ye [you all]
143-2	V	2	-	a	Ø	a	Ø	-	Ø	-	i	a	Ø	Ø	a	u	a	Ø	Ø	a	Ø	Ø	Ø	-	a	-	a	-	735:2, 1277:3	many / thin
84-10	C	10	ⁿd	ⁿd	n	d	n	n	n	n	n	n	n	n	ⁿd	n	d	n	n	d	n	n	ⁿd	n	d	n	d	n	358:2, 424:2, 674:2, 728:2, 833:2, 874:2, 905:1, 1014:2, 1253:1, 1390:1	fat (grease) / float / leaf / man [male] / old [adj.] / pull / river / sharp [knife] / tail / water
128-2	C	2	ⁿd	d	n	d	n	n	Ø	n	n	n	n	n	ⁿd	n	d	n	n	d	n	n	d	n	d	n	d	n	634:2, 1374:2	husband / warm (hot weather)
150-2	C	2	ⁿd	ⁿd	n	d	n	n	Ø	n	n	n	n	l	ⁿd	n	d	n	Ø	d	Ø	Ø	ⁿd	n	d	n	d	n	771:1, 1110:2	name / snake
155-1	C	1	ⁿd	ⁿd	Ø	d	n	Ø	Ø	n	n	n	n	Ø	ⁿd	n	d	Ø	Ø	d	Ø	Ø	h	n	d	n	d	n	812:2	new
240-1	C	1	ⁿd	d	n	d	n	n	n	n	n	n	n	n	ⁿd	n	d	n	n	d	n	n	ⁿd	n	d	n	d	n	1330:1	tongue
43-4	C	4	ⁿb	ⁿb	m	b	m	m	Ø	m	m	m	m	m	ⁿb	m	b	m	m	b	m	m	ⁿb	m	b	m	b	m	106:1, 597:2, 747:2, 1185:0	blood / hold [in hand] / meat (flesh) / stone
77-1	C	1	β	β	β	β	β	β	ⁿβ	β	β	β	β	w	ɸ	β	ɸ	β	Ø	ɸ	β	w	β	ɸ	ɸ	β	ɸ	β	330:0	eye
107-1	C	1	β	β	β	ɸ	β	β	β	β	β	β	β	Ø	ɸ	β	f	Ø	d	ɸ	β	w	β	ɸ	ɸ	β	ɸ	β	539:0	hair
68-4	C	4	ʃ	ʃ	ʃ	ʃ	Ø	s	Ø	ʃ	Ø	ʃ	Ø	Ø	ʃ	Ø	ʂ	Ø	Ø	ʃ	Ø	Ø	Ø	ʂ	Ø	ʃ	ʃ	ʃ	305:2, 433:2, 585:2, 956:2	dust / flow / hit / salt
39-3	C	3	ʃ	ʃ	s	ʃ	Ø	s	Ø	s	s	s	Ø	Ø	ʂ	-	ʂ	Ø	ʃ	ʃ	Ø	Ø	Ø	ʃ	ʃ	s	ʃ	ʃ	77:1, 252:4, 498:0	bird / dirty / good
93-3	C	3	ʃ	ʃ	tʃ	ʃ	ʃ	s	ʃ	ʃ	ʂ	ʃ	ʂ	Ø	ʃ	ʃ	ʃ	Ø	Ø	ʃ	-	Ø	Ø	Ø	ʃ	ʃ	ʃ	Ø	413:0, 682:2, 824:4	fish [noun] / leg / night
123-2	C	2	ʃ	s	ʃ	ʃ	ʃ	s	Ø	ʃ	Ø	ʃ	ʂ	Ø	ʃ	ʃ	ʃ	Ø	Ø	ʃ	Ø	Ø	Ø	Ø	ʃ	ʃ	ʃ	Ø	587:2, 926:1	hit / rope (cord)
199-2	C	2	ʃ	Ø	s	ʂ	Ø	Ø	Ø	ʃ	p	ʃ	ʂ	Ø	ʂ	Ø	ʃ	p	s	ʃ	ʃ	Ø	Ø	Ø	Ø	Ø	ʃ	Ø	1075:2, 1613:4	small / swell
215-1	C	1	ʃ	ʃ	ʃ	ʃ	Ø	s	ʃ	ʃ	ʂ	ʃ	ʂ	Ø	ʃ	ʃ	ʂ	s	s	ʃ	ʃ	ʃ	Ø	s	ʃ	ʃ	ʃ	ʃ	1183:1	star
228-1	C	1	ʃ	ʃ	ʃ	ʃ	ʃ	s	Ø	ʃ	ʃ	ʃ	ʂ	ʂ	ʃ	ʃ	ʃ	s	Ø	ʃ	Ø	Ø	Ø	ʃ	ʃ	ʃ	ʃ	ʃ	1295:0	think
33-19	C	19	ɾ	r	r	ɾ	r	r	Ø	r	d	d	r	tʃ	ɾ	r	ɾ	d	d	ɾ	r	r	r	r	ɾ	r	ɾ	r	33:1, 143:2, 366:0, 376:0, 498:2, 499:0, 587:0, 638:0, 790:1, 855:2, 907:2, 927:0, 943:0, 1000:2, 1101:2, 1110:0, 1150:2, 1486:2, 1613:2	bad / day [daytime] / fear [verb] / feather [large] / good / hit / kill / near / person (human) / river / rope (cord) / rub / seed / smooth / snake / squeeze / swell / wipe
79-2	C	2	ɾ	r	r	ɾ	ɾ	ɾ	r	r	d	ɾ	r	tʃ	ɾ	r	ɾ	d	Ø	ɾ	r	r	r	r	ɾ	r	ɾ	r	330:2, 731:1	eye / man [male]
137-2	C	2	ɾ	Ø	r	ɾ	ɾ	r	Ø	r	Ø	d	r	Ø	ɾ	r	ɾ	Ø	Ø	ɾ	r	r	r	r	ɾ	r	l	Ø	689:0, 1343:0	lie [be lying down] / turn [intr. v.]
224-2	C	2	ɾ	Ø	r	ɾ	ɾ	r	r	r	d	ɾ	r	Ø	ɾ	r	ɾ	d	Ø	ɾ	r	r	r	r	ɾ	r	Ø	r	1226:2, 1526:2	sun / year
95-1	C	1	ɾ	Ø	Ø	ɾ	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	ɾ	Ø	ɾ	Ø	Ø	ɾ	Ø	Ø	Ø	Ø	ɾ	Ø	ɾ	Ø	449:1	flower
158-1	C	1	ɾ	r	r	ɾ	ɾ	r	r	r	d	d	r	r	ɾ	r	ɾ	d	d	ɾ	r	r	r	r	ɾ	r	ɾ	r	830:0	nose
241-1	C	1	ɾ	r	r	ɾ	ɾ	r	r	r	d	d	Ø	tʃ	ɾ	r	ɾ	d	d	ɾ	Ø	r	r	r	ɾ	r	ɾ	r	1358:0	two
251-1	C	1	ɾ	Ø	Ø	ɾ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɾ	Ø	ɸ	Ø	Ø	ɾ	Ø	Ø	Ø	Ø	ɾ	Ø	Ø	Ø	1428:0	where [interr.]
13-22	C	22	ç	ʃ	ʂ	ʂ	h	ʂ	ʃ	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	s	ʂ	h	ʂ	h	ʂ	ʂ	ʂ	ʂ	ʂ	1197:2, 1197:4, 48:0, 92:4, 125:0, 193:0, 250:2, 263:2, 272:0, 575:0, 766:2, 861:2, 884:0, 983:0, 1062:0, 1138:2, 1185:4, 1374:0, 1392:4, 1449:1, 1527:0, 1569:1	bark [of tree] / bite / bone / cut [verb] / dirty / dog / drink [verb] / heavy / mouth / play / push / scratch [an itch] / skin [of person] / split / stone / warm (hot weather) / water / wide / year
17-5	C	5	ç	s	ʂ	ʂ	-	ʃ	Ø	ʂ	Ø	ʂ	ʃ	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	Ø	Ø	-	ʂ	ʂ	ʂ	ʂ	ʃ	1619:0, 1619:3, 99:2, 127:0, 1266:2	black / breathe / thick / thin
36-4	C	4	ç	ʂ	ʂ	ʂ	h	ʂ	Ø	ʂ	ʂ	ʂ	s	Ø	ʂ	ʃ	ʂ	Ø	Ø	ʂ	-	Ø	h	ʂ	ʂ	ʂ	ʃ	s	55:2, 111:0, 1198:2, 1277:4	belly / blow [wind] / stone / thin
56-2	C	2	ç	ʃ	ʂ	ʂ	h	ʂ	Ø	ʂ	Ø	ʂ	ʂ	Ø	ʂ	ʂ	ʃ	ʂ	Ø	ʂ	Ø	Ø	h	ʂ	ʂ	ʂ	ʂ	ʃ	210:0, 358:0	day [daytime] / fat (grease)
98-2	C	2	ç	ʃ	Ø	ʂ	Ø	ts	Ø	Ø	Ø	Ø	Ø	Ø	ʃ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	ʂ	Ø	Ø	465:2, 1280:2	fog / thin
162-2	C	2	ç	Ø	Ø	ʂ	h	ʂ	Ø	ʂ	ʂ	ʂ	ʃ	Ø	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	Ø	Ø	ʃ	Ø	ʂ	Ø	ʂ	ʃ	833:0, 903:2	old [adj.] / red
64-1	C	1	ç	Ø	Ø	ʂ	h	ʂ	Ø	x	Ø	ʃ	Ø	Ø	ʂ	k	ʃ	Ø	Ø	ʂ	Ø	Ø	Ø	Ø	ʂ	ʂ	Ø	Ø	296:0	dull [knife]
138-1	C	1	ç	k	k	k	k	kʷ	Ø	k	k	k	k	k	k	k	ʔ	kʷ	Ø	k	k	k	k	k	k	k	ʔ	k	708:2	liver
189-1	C	1	ç	ʂ	Ø	ʂ	h	Ø	s	Ø	ʂ	ʂ	ʂ	Ø	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	h	Ø	h	ʂ	ʂ	Ø	ʂ	ʂ	999:1	seed
191-1	C	1	ç	Ø	ʂ	ʂ	h	Ø	Ø	ʂ	Ø	ʂ	Ø	Ø	ʃ	Ø	ʃ	Ø	Ø	ʂ	Ø	Ø	Ø	Ø	ʂ	ʂ	ʃ	ʂ	1005:0	sew
198-1	C	1	ç	ʃ	ʂ	ʂ	h	ʂ	Ø	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	h	ʃ	h	ʂ	ʂ	ʂ	ʂ	ʃ	1073:1	sleep
201-1	C	1	ç	Ø	t	t	t	ʂ	Ø	t	Ø	t	t	ʂ	t	t	t	ʂ	ʂ	t	Ø	Ø	t	t	t	t	t	t	1087:0	smell [tr. v.]
213-1	C	1	ç	Ø	Ø	ʂ	Ø	Ø	Ø	Ø	Ø	ʂ	Ø	Ø	ts	Ø	s	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ʂ	Ø	ʂ	Ø	1167:0	stab [or pierce]
231-1	C	1	ç	ʂ	ʂ	Ø	h	ʂ	ʂ	ʂ	ʂ	ʂ	h	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	h	ʂ	Ø	ʂ	Ø	ʂ	Ø	ʂ	1308:0	tooth [front]
239-1	C	1	ç	Ø	-	ʂ	-	-	Ø	ʂ	Ø	-	ʂ	Ø	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	Ø	Ø	-	ʂ	ʂ	ʂ	ʂ	Ø	1323:2	tie [verb]
256-1	C	1	ç	Ø	ʂ	ʂ	h	ʂ	Ø	ʂ	ʂ	ʂ	ʂ	Ø	ʂ	ʂ	ʂ	Ø	ʂ	ʂ	h	ʂ	h	Ø	ʂ	ʂ	ʂ	ʃ	1439:1	white
16-8	C	8	Ø	t	tʃ	tʃ	tʃ	tʃ	Ø	tʃ	tʃ	tʃ	ʈʂ	ʈʂ	tʃ	ʈʂ	tʃ	ts	ts	tʃ	Ø	Ø	tʃ	Ø	tʃ	tʃ	tʃ	Ø	1168:0, 1168:2, 49:2, 250:0, 270:1, 919:2, 1410:0, 1578:1	bark [of tree] / dirty / dog / near / root / stab [or pierce] / wet
105-4	C	4	Ø	ʃ	Ø	ʂ	h	Ø	Ø	ʃ	s	Ø	ʃ	Ø	ʂ	ʃ	ʂ	Ø	Ø	ʃ	h	Ø	Ø	ʂ	ʂ	Ø	ʂ	ʂ	530:0, 862:0, 1277:1, 1570:3	green [color] / narrow / play / thin
20-3	C	3	Ø	Ø	k	β	k	Ø	Ø	Ø	β	β	Ø	Ø	ɸ	Ø	-	Ø	Ø	ɸ	k	Ø	Ø	m	ɸ	Ø	-	Ø	1:4, 415:0, 824:2	all / fish [noun] / night
57-3	C	3	Ø	β	Ø	ɸ	w	β	w	w	Ø	β	w	w	ɸ	w	Ø	w	Ø	ɸ	w	Ø	w	w	ɸ	Ø	w	β	210:2, 906:0, 1391:0	day [daytime] / river / water
89-3	C	3	Ø	ʃ	Ø	s	h	ʂ	Ø	r	ʂ	ʂ	Ø	Ø	ʂ	Ø	ʂ	Ø	Ø	ʂ	Ø	Ø	h	ʂ	ts	Ø	ʂ	ʂ	392:0, 555:2, 862:2	fight / head / play
125-3	C	3	Ø	t	t	t	t	β	t	t	t	t	t	p	t	t	t	t	ʂ	t	Ø	t	Ø	t	t	t	t	t	598:0, 843:3, 851:0	hold [in hand] / one / pull
122-2	C	2	Ø	Ø	Ø	s	Ø	Ø	s	Ø	s	s	s	Ø	s	s	Ø	Ø	Ø	s	h	Ø	Ø	s	ts	Ø	s	s	586:0, 1553:2	belly / hit
141-2	C	2	Ø	Ø	Ø	d	Ø	n	Ø	Ø	n	m	Ø	Ø	n	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	d	Ø	Ø	n	733:2, 1392:1	man [male] / water
164-2	C	2	Ø	β	w	ɸ	w	Ø	w	w	β	β	w	w	ɸ	w	ɸ	Ø	Ø	ɸ	Ø	w	Ø	w	ɸ	w	ɸ	w	843:0, 1118:0	one / some
166-2	C	2	Ø	ʃ	s	s	s	Ø	s	s	ʂ	s	s	s	s	s	s	s	s	s	Ø	s	ʂ	s	s	s	s	s	843:2, 962:0	one / salt
181-2	C	2	Ø	Ø	p	Ø	β	β	Ø	p	Ø	p	Ø	Ø	Ø	Ø	Ø	Ø	Ø	p	Ø	Ø	β	Ø	Ø	β	Ø	β	927:3, 1101:0	rope (cord) / smooth
182-2	C	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	j	p	Ø	j	Ø	n	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	j	Ø	Ø	935:2, 1277:2	rotten [log] / thin
193-2	C	2	Ø	Ø	Ø	Ø	r	k	Ø	β	Ø	Ø	Ø	Ø	Ø	p	Ø	Ø	Ø	Ø	Ø	Ø	r	Ø	Ø	β	Ø	Ø	1043:0, 1137:3	sing / spit [verb]
206-2	C	2	Ø	-	Ø	Ø	Ø	k	Ø	j	j	j	j	Ø	Ø	j	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	j	Ø	j	1098:2, 1218:0	smooth / suck
217-2	C	2	Ø	Ø	k	Ø	k	k	Ø	Ø	Ø	Ø	-	Ø	k	k	j	Ø	Ø	k	Ø	Ø	k	k	k	Ø	Ø	k	1200:2, 1384:2	stone / wash
97-1	C	1	Ø	Ø	n	d	Ø	n	Ø	n	n	n	Ø	Ø	d	n	d	Ø	Ø	d	Ø	Ø	Ø	n	d	n	j	n	456:0	fly [verb]
153-1	C	1	Ø	ʃ	-	s	h	ʂ	ʃ	ʂ	ʂ	ʂ	s	-	ʂ	ʂ	ʂ	t	n	ʂ	k	k	h	ʂ	ʂ	ʂ	ʂ	ʃ	810:2	neck
171-1	C	1	Ø	ʃ	Ø	ʃ	ʃ	Ø	Ø	ʃ	Ø	Ø	j	Ø	ʃ	ʃ	ʃ	Ø	Ø	ʃ	Ø	ʃ	Ø	ʂ	ʃ	ʃ	ʃ	ʃ	875:0	red
173-1	C	1	Ø	Ø	Ø	p	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	p	Ø	p	Ø	Ø	p	Ø	Ø	Ø	p	p	Ø	p	ts	883:0	push
174-1	C	1	Ø	Ø	Ø	ts	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ts	Ø	ʂ	Ø	Ø	ts	Ø	Ø	Ø	k	ts	Ø	ʂ	k	883:2	push
195-1	C	1	Ø	β	β	ɸ	β	Ø	Ø	β	β	β	w	w	ɸ	Ø	ɸ	β	β	ɸ	β	w	Ø	ɸ	ɸ	β	ɸ	β	1063:0	skin [of person]
196-1	C	1	Ø	-	tʃ	tʃ	tʃ	Ø	Ø	tʃ	tʃ	tʃ	ʂ	tʃ	tʃ	Ø	tʃ	ts	ts	tʃ	tʃ	tʃ	Ø	tʃ	tʃ	tʃ	tʃ	tʃ	1063:2	skin [of person]
